,Age,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen,Gender_Male
960,1,2,36.0,41.0,55.0,50.0,37.0,6.0,5.0,5,6,6,2,0.0,0.5,0.0,0
961,4,0,35.0,35.0,51.0,55.0,39.0,4.0,6.0,5,6,4,1,2.0,0.5,2.0,0
962,1,1,39.0,46.0,53.0,45.0,40.0,9.0,11.0,5,5,6,5,2.5,2.5,2.6666666666666665,1
963,2,0,32.0,42.0,57.0,48.0,33.0,7.0,8.0,5,6,5,6,2.25,2.5,1.3333333333333333,1
964,3,0,42.0,26.0,46.0,44.0,42.0,5.0,10.0,5,6,5,6,2.75,3.5,3.0,1
965,1,0,27.0,48.0,43.0,48.0,44.0,4.0,8.0,5,6,6,3,0.75,0.0,4.333333333333333,1
966,2,3,25.0,40.0,51.0,46.0,40.0,5.0,8.0,5,6,6,5,1.25,1.5,1.6666666666666667,0
967,1,3,27.0,47.0,46.0,45.0,45.0,5.0,10.0,5,6,4,6,2.25,3.5,3.0,1
968,1,0,30.0,42.0,50.0,50.0,44.0,3.0,5.0,4,6,5,4,0.75,0.5,1.0,0
969,1,0,33.0,41.0,57.0,52.0,39.0,8.0,10.0,5,6,6,5,0.5,1.0,3.6666666666666665,0
970,1,0,22.0,48.0,53.0,33.0,48.0,4.0,9.0,6,3,3,4,0.75,0.0,1.0,1
971,5,4,20.0,48.0,50.0,50.0,47.0,6.0,7.0,6,6,6,4,0.5,1.0,1.3333333333333333,1
972,3,2,38.0,40.0,45.0,39.0,38.0,7.0,9.0,5,4,5,5,2.0,0.0,4.333333333333333,0
973,2,0,40.0,28.0,50.0,36.0,48.0,4.0,8.0,6,6,4,6,2.5,0.0,4.0,1
974,1,0,50.0,31.0,38.0,44.0,38.0,3.0,8.0,6,6,4,6,1.75,1.0,3.3333333333333335,1
975,1,0,20.0,53.0,54.0,52.0,46.0,3.0,11.0,6,6,5,6,0.5,0.0,3.0,1
976,1,0,48.0,40.0,53.0,35.0,36.0,6.0,11.0,5,2,4,5,0.0,0.0,2.0,1
977,6,3,18.0,40.0,50.0,48.0,47.0,6.0,5.0,1,1,1,1,0.0,0.0,0.6666666666666666,1
978,1,0,30.0,47.0,51.0,47.0,42.0,4.0,5.0,0,6,6,0,0.5,1.5,2.6666666666666665,1
979,3,3,30.0,49.0,37.0,53.0,39.0,8.0,10.0,5,6,6,6,2.25,2.0,3.6666666666666665,0
980,4,0,48.0,32.0,43.0,42.0,47.0,3.0,6.0,6,6,6,6,1.5,2.5,0.6666666666666666,0
981,2,4,42.0,41.0,51.0,39.0,40.0,3.0,4.0,4,5,6,3,1.25,2.0,2.0,0
982,1,0,40.0,39.0,47.0,38.0,45.0,4.0,7.0,4,4,5,6,2.0,2.0,3.0,1
983,1,0,46.0,47.0,38.0,37.0,34.0,7.0,10.0,6,6,6,6,3.0,3.5,1.3333333333333333,1
984,2,2,42.0,39.0,57.0,31.0,49.0,6.0,10.0,5,6,6,6,2.0,3.0,0.6666666666666666,0
985,1,0,34.0,39.0,54.0,49.0,41.0,7.0,11.0,6,6,5,6,1.25,1.5,3.3333333333333335,1
986,1,0,34.0,42.0,54.0,40.0,35.0,6.0,10.0,5,6,4,6,1.5,1.5,2.6666666666666665,1
987,1,1,43.0,34.0,41.0,40.0,44.0,7.0,7.0,5,6,3,0,2.25,3.0,3.3333333333333335,1
988,2,0,52.0,44.0,49.0,34.0,25.0,8.0,10.0,4,6,4,5,1.0,2.0,2.6666666666666665,1
989,1,0,46.0,29.0,49.0,43.0,35.0,3.0,7.0,4,5,6,6,2.0,3.0,2.0,1
990,2,2,28.0,40.0,47.0,36.0,40.0,8.0,10.0,5,6,4,6,3.75,2.0,1.6666666666666667,1
991,1,0,52.0,36.0,56.0,44.0,39.0,7.0,10.0,6,6,5,6,2.75,4.0,1.3333333333333333,1
992,1,0,39.0,51.0,48.0,38.0,28.0,9.0,11.0,5,6,6,6,1.75,4.0,3.0,1
993,5,1,28.0,42.0,50.0,44.0,42.0,4.0,6.0,3,6,5,6,1.0,1.0,1.0,1
994,2,2,25.0,45.0,55.0,56.0,49.0,4.0,8.0,5,6,5,4,1.75,2.0,3.0,1
995,1,0,41.0,45.0,51.0,49.0,36.0,6.0,10.0,5,6,6,6,2.5,1.5,2.3333333333333335,1
996,1,3,28.0,38.0,44.0,37.0,41.0,6.0,9.0,5,4,5,6,1.0,2.0,3.3333333333333335,1
997,1,3,28.0,46.0,43.0,46.0,47.0,7.0,9.0,5,5,4,5,2.25,3.0,2.3333333333333335,1
998,2,3,47.0,38.0,52.0,39.0,48.0,4.0,7.0,6,6,6,3,0.5,3.5,0.6666666666666666,1
999,2,4,26.0,45.0,44.0,42.0,48.0,4.0,5.0,3,6,6,4,1.5,0.0,2.3333333333333335,0
1000,1,0,29.0,43.0,45.0,44.0,51.0,3.0,3.0,4,5,3,6,2.25,2.5,3.0,1
1001,1,-3,48.0,32.0,44.0,42.0,37.0,8.0,9.0,5,6,5,0,0.0,1.5,1.3333333333333333,1
1002,1,0,35.0,46.0,37.0,27.0,35.0,8.0,11.0,5,5,4,6,2.25,3.0,2.3333333333333335,1
1003,4,0,32.0,41.0,47.0,46.0,47.0,2.0,3.0,4,6,6,6,0.25,0.5,0.3333333333333333,0
1004,1,0,55.0,27.0,44.0,33.0,44.0,2.0,5.0,3,6,5,3,0.0,0.0,2.6666666666666665,1
1005,1,-1,53.0,23.0,38.0,40.0,17.0,4.0,3.0,5,6,2,5,1.0,1.5,0.0,1
1006,1,-1,44.0,29.0,33.0,43.0,29.0,8.0,10.0,5,6,4,6,1.5,3.0,0.0,1
1007,1,-1,53.0,33.0,52.0,44.0,35.0,3.0,5.0,3,4,6,0,0.0,0.0,0.0,0
1008,1,0,35.0,41.0,56.0,49.0,42.0,5.0,8.0,4,4,5,3,0.0,0.0,1.0,1
1009,4,3,42.0,31.0,42.0,40.0,33.0,4.0,6.0,6,4,6,6,1.75,2.0,1.6666666666666667,1
1010,1,-1,48.0,46.0,49.0,41.0,40.0,6.0,8.0,5,4,3,3,2.75,2.0,1.3333333333333333,0
1011,4,2,29.0,40.0,46.0,43.0,45.0,1.0,5.0,6,4,5,6,0.0,2.0,0.0,1
1012,1,0,30.0,49.0,57.0,51.0,36.0,5.0,11.0,6,6,6,4,0.5,1.5,1.3333333333333333,0
1013,2,0,53.0,31.0,49.0,38.0,31.0,5.0,3.0,6,5,5,6,3.0,3.0,1.3333333333333333,1
1014,1,0,42.0,42.0,47.0,44.0,41.0,5.0,9.0,5,6,6,6,2.75,3.0,3.0,1
1015,2,0,28.0,53.0,52.0,46.0,37.0,9.0,11.0,5,6,4,6,3.0,1.5,3.6666666666666665,1
1016,4,2,25.0,44.0,59.0,48.0,50.0,2.0,7.0,1,6,6,6,2.0,3.5,2.6666666666666665,1
1017,1,1,18.0,55.0,57.0,44.0,52.0,5.0,9.0,6,6,4,3,0.0,0.0,1.0,1
1018,2,0,39.0,20.0,40.0,32.0,22.0,7.0,7.0,6,6,5,3,3.25,1.5,3.0,1
1019,1,-1,32.0,31.0,39.0,46.0,49.0,3.0,1.0,5,6,4,3,1.0,0.0,0.6666666666666666,0
1020,2,-1,38.0,50.0,48.0,33.0,42.0,4.0,9.0,0,6,5,0,2.75,1.5,4.666666666666667,1
1021,3,0,45.0,30.0,36.0,40.0,36.0,5.0,1.0,3,6,5,6,2.25,0.0,0.0,0
1022,1,2,37.0,33.0,53.0,30.0,47.0,4.0,5.0,6,5,4,3,0.75,1.5,1.0,1
1023,1,0,55.0,19.0,38.0,40.0,23.0,3.0,4.0,5,2,4,3,0.0,0.0,0.0,0
1024,1,-1,49.0,39.0,56.0,37.0,39.0,4.0,7.0,5,4,4,2,0.0,0.0,2.6666666666666665,1
1025,1,0,29.0,38.0,53.0,36.0,23.0,8.0,9.0,6,6,4,4,1.0,0.0,0.0,1
1026,1,-1,39.0,32.0,49.0,47.0,37.0,7.0,7.0,4,6,5,3,1.5,2.5,3.0,0
1027,1,2,25.0,33.0,41.0,41.0,39.0,4.0,5.0,5,2,4,3,0.0,0.0,0.0,0
1028,4,4,37.0,42.0,49.0,37.0,42.0,5.0,8.0,2,6,6,0,0.0,2.0,2.0,1
1029,3,2,42.0,42.0,43.0,43.0,46.0,8.0,10.0,5,6,4,5,1.25,2.0,1.6666666666666667,0
1030,1,3,32.0,45.0,50.0,47.0,50.0,4.0,11.0,5,5,6,4,0.75,0.0,3.6666666666666665,0
1031,1,2,41.0,33.0,40.0,36.0,39.0,4.0,8.0,5,6,6,5,1.5,2.5,2.0,0
1032,1,0,29.0,42.0,50.0,50.0,42.0,5.0,9.0,3,6,6,5,1.0,0.0,0.0,1
1033,2,0,38.0,30.0,45.0,36.0,31.0,8.0,8.0,3,3,4,6,1.25,2.0,1.3333333333333333,1
1034,1,0,38.0,35.0,47.0,39.0,40.0,5.0,8.0,6,6,6,3,1.5,0.0,2.0,1
1035,1,0,48.0,36.0,49.0,39.0,34.0,6.0,11.0,6,6,5,6,1.5,1.0,1.3333333333333333,0
1036,1,1,41.0,43.0,57.0,43.0,38.0,6.0,9.0,6,6,4,6,2.5,1.5,1.3333333333333333,1
1037,1,0,41.0,45.0,52.0,42.0,40.0,8.0,10.0,6,6,4,6,1.5,2.5,4.0,0
1038,2,0,19.0,43.0,50.0,47.0,47.0,2.0,4.0,4,6,5,5,1.0,2.0,0.6666666666666666,1
1039,3,3,48.0,29.0,46.0,58.0,36.0,4.0,1.0,6,6,6,0,0.0,0.0,1.6666666666666667,0
1040,1,0,38.0,34.0,51.0,56.0,49.0,6.0,10.0,5,6,4,3,0.0,1.5,0.0,0
1041,1,0,43.0,39.0,50.0,38.0,45.0,3.0,7.0,6,6,6,6,1.75,3.0,1.0,1
1042,3,3,42.0,39.0,32.0,42.0,34.0,7.0,8.0,6,6,3,6,0.5,1.0,1.0,0
1043,3,2,38.0,24.0,31.0,34.0,31.0,9.0,9.0,6,6,6,0,0.0,1.5,0.0,1
1044,2,0,46.0,36.0,47.0,49.0,38.0,7.0,6.0,5,6,5,6,3.75,2.0,3.3333333333333335,1
1045,2,3,45.0,37.0,36.0,48.0,37.0,2.0,5.0,6,6,6,0,0.75,0.0,0.0,0
1046,1,0,43.0,48.0,55.0,49.0,35.0,8.0,10.0,6,6,6,6,2.25,0.0,1.0,1
1047,2,3,49.0,48.0,57.0,26.0,32.0,8.0,10.0,5,6,4,0,1.5,2.5,0.6666666666666666,0
1048,1,0,48.0,31.0,49.0,43.0,44.0,2.0,2.0,5,5,5,3,1.75,2.0,1.3333333333333333,1
1049,1,3,23.0,55.0,49.0,38.0,46.0,7.0,11.0,6,6,4,6,1.25,1.5,0.0,1
1050,1,1,25.0,44.0,46.0,45.0,38.0,4.0,5.0,5,6,5,4,0.0,0.0,0.0,1
1051,1,0,46.0,43.0,55.0,53.0,37.0,7.0,9.0,5,6,4,5,2.25,1.5,3.6666666666666665,0
1052,2,4,22.0,39.0,51.0,30.0,44.0,5.0,10.0,5,6,3,1,1.5,2.5,1.6666666666666667,1
1053,1,0,29.0,37.0,39.0,41.0,40.0,4.0,6.0,5,6,4,6,0.0,1.5,3.3333333333333335,1
1054,1,-1,48.0,36.0,35.0,30.0,26.0,8.0,11.0,6,5,5,6,2.75,2.0,3.3333333333333335,1
1055,1,0,40.0,36.0,49.0,41.0,39.0,4.0,6.0,5,4,4,3,0.5,1.0,2.3333333333333335,0
1056,2,-3,28.0,48.0,56.0,39.0,46.0,5.0,8.0,6,5,5,6,2.0,3.0,4.333333333333333,1
1057,2,0,38.0,39.0,51.0,47.0,51.0,2.0,3.0,4,5,4,2,1.5,2.5,1.3333333333333333,0
1058,3,-1,39.0,31.0,38.0,31.0,31.0,5.0,8.0,4,5,5,3,1.75,1.5,0.6666666666666666,0
1059,1,2,43.0,32.0,37.0,40.0,39.0,6.0,8.0,5,6,3,0,1.0,2.0,1.0,1
1060,1,0,30.0,39.0,51.0,49.0,40.0,3.0,8.0,5,6,5,3,0.0,0.0,2.6666666666666665,1
1061,4,3,30.0,40.0,56.0,47.0,48.0,2.0,5.0,5,2,6,1,0.5,0.5,0.6666666666666666,0
1062,1,-1,33.0,44.0,36.0,44.0,47.0,8.0,7.0,2,4,6,0,0.0,0.0,0.0,0
1063,1,2,48.0,52.0,56.0,42.0,38.0,8.0,10.0,5,5,6,0,0.0,1.5,2.6666666666666665,0
1064,2,0,21.0,39.0,52.0,33.0,45.0,4.0,7.0,5,4,5,5,1.5,1.0,3.3333333333333335,1
1065,2,3,29.0,44.0,56.0,47.0,46.0,4.0,10.0,5,6,6,6,1.5,3.0,3.0,1
1066,1,0,13.0,43.0,54.0,50.0,33.0,7.0,9.0,4,4,5,5,0.0,0.0,1.3333333333333333,1
1067,3,-2,48.0,35.0,50.0,45.0,52.0,2.0,2.0,5,6,4,6,0.0,0.0,0.0,0
1068,3,2,30.0,35.0,29.0,41.0,40.0,1.0,3.0,3,6,4,0,0.0,0.0,0.3333333333333333,1
1069,1,-1,21.0,46.0,46.0,43.0,35.0,7.0,7.0,6,5,4,6,0.0,0.0,2.0,1
1070,2,4,27.0,40.0,53.0,55.0,54.0,2.0,6.0,6,5,5,2,0.0,0.0,0.0,0
1071,2,3,35.0,30.0,43.0,42.0,50.0,4.0,3.0,6,6,5,0,0.0,0.0,0.0,0
1072,1,3,40.0,40.0,48.0,39.0,43.0,7.0,7.0,5,6,6,0,0.0,0.0,0.0,1
1073,1,0,31.0,37.0,53.0,44.0,31.0,4.0,9.0,5,6,5,6,0.5,1.0,0.6666666666666666,1
1074,1,3,51.0,29.0,45.0,45.0,39.0,3.0,2.0,2,6,6,0,0.0,0.0,0.0,0
1075,3,4,29.0,42.0,46.0,41.0,51.0,2.0,2.0,5,3,6,0,0.0,0.0,0.0,0
1076,3,-1,39.0,35.0,43.0,40.0,41.0,5.0,9.0,6,5,6,3,0.0,0.5,0.0,1
1077,1,-2,27.0,36.0,51.0,51.0,40.0,3.0,6.0,3,5,4,0,0.0,0.0,1.3333333333333333,1
1078,3,1,40.0,40.0,39.0,44.0,41.0,2.0,3.0,4,6,6,3,0.0,0.0,0.0,0
1079,2,2,53.0,26.0,57.0,37.0,44.0,5.0,11.0,3,6,6,3,0.25,1.5,1.0,0
1080,4,1,22.0,46.0,44.0,40.0,44.0,4.0,2.0,4,6,6,0,0.0,0.0,0.0,1
1081,3,1,41.0,30.0,36.0,44.0,33.0,2.0,3.0,4,5,5,0,0.0,0.0,0.0,0
1082,2,3,39.0,51.0,45.0,45.0,46.0,6.0,9.0,6,6,6,0,0.0,0.0,0.0,0
1083,1,3,25.0,50.0,48.0,50.0,50.0,4.0,6.0,5,6,6,0,0.0,0.0,0.0,0
1084,1,3,33.0,43.0,44.0,45.0,38.0,4.0,6.0,5,6,6,3,0.0,0.0,0.6666666666666666,1
1085,1,3,42.0,47.0,40.0,40.0,32.0,3.0,4.0,6,6,6,0,1.0,0.0,0.0,0
1086,1,2,35.0,39.0,49.0,45.0,45.0,2.0,6.0,5,6,4,2,1.0,1.0,1.6666666666666667,0
1087,1,3,33.0,43.0,52.0,42.0,53.0,6.0,8.0,6,5,5,0,0.0,0.0,0.0,0
1088,3,1,34.0,39.0,50.0,46.0,46.0,3.0,8.0,6,6,5,1,1.5,1.0,2.0,1
1089,1,3,35.0,46.0,58.0,41.0,44.0,2.0,5.0,3,6,5,0,0.0,0.0,0.0,0
1090,1,3,41.0,43.0,46.0,41.0,44.0,5.0,5.0,6,6,6,3,0.0,1.0,0.0,0
1091,2,3,31.0,39.0,48.0,47.0,48.0,5.0,4.0,6,6,6,0,1.5,1.5,0.0,0
1092,2,2,26.0,49.0,47.0,50.0,40.0,2.0,9.0,6,6,5,6,1.0,2.5,0.6666666666666666,0
1093,1,3,42.0,49.0,45.0,57.0,38.0,8.0,8.0,5,6,5,0,0.0,0.0,0.0,0
1094,4,-3,31.0,44.0,38.0,50.0,43.0,5.0,5.0,4,6,5,3,1.5,2.5,3.0,0
1095,1,2,21.0,34.0,42.0,35.0,32.0,5.0,9.0,3,6,4,0,2.0,3.0,3.6666666666666665,1
1096,2,2,23.0,51.0,40.0,39.0,46.0,7.0,8.0,6,6,5,5,1.25,1.0,1.0,0
1097,3,3,31.0,46.0,47.0,43.0,48.0,7.0,6.0,5,4,5,6,0.0,1.0,0.0,1
1098,2,3,47.0,32.0,40.0,43.0,43.0,4.0,1.0,5,6,5,2,0.0,0.0,0.0,1
1099,1,-1,30.0,35.0,56.0,54.0,33.0,4.0,5.0,5,5,4,6,1.5,3.0,1.0,1
1100,2,0,27.0,40.0,51.0,44.0,37.0,7.0,7.0,3,6,6,6,2.0,2.0,2.6666666666666665,1
1101,1,0,36.0,37.0,46.0,37.0,37.0,2.0,6.0,4,6,4,0,0.0,0.0,1.0,0
1102,1,3,24.0,48.0,48.0,46.0,46.0,4.0,8.0,5,5,6,5,1.0,1.0,0.6666666666666666,0
1103,1,0,30.0,43.0,45.0,45.0,28.0,5.0,9.0,6,6,5,6,1.0,0.0,0.0,1
1104,1,2,39.0,39.0,42.0,41.0,50.0,3.0,5.0,5,6,5,3,1.25,1.0,3.3333333333333335,0
1105,1,3,28.0,39.0,45.0,40.0,39.0,4.0,10.0,6,5,5,6,0.75,1.5,2.3333333333333335,0
1106,1,-1,26.0,42.0,57.0,37.0,28.0,5.0,9.0,5,5,5,0,0.0,0.0,1.3333333333333333,0
1107,2,0,25.0,32.0,51.0,35.0,26.0,2.0,7.0,6,6,5,6,2.25,2.5,4.0,1
1108,2,4,34.0,38.0,43.0,56.0,52.0,2.0,7.0,4,6,5,1,0.0,0.0,0.0,0
1109,2,0,54.0,38.0,49.0,35.0,34.0,5.0,9.0,5,3,5,6,2.0,2.0,3.0,0
1110,1,2,47.0,47.0,53.0,42.0,38.0,9.0,11.0,5,5,6,4,2.5,2.5,2.6666666666666665,1
1111,1,0,27.0,51.0,55.0,51.0,40.0,5.0,8.0,6,6,5,6,3.75,4.0,2.6666666666666665,1
1112,4,0,57.0,29.0,33.0,44.0,29.0,7.0,5.0,5,6,5,1,2.0,3.5,1.3333333333333333,1
1113,1,0,38.0,39.0,44.0,56.0,51.0,2.0,3.0,5,6,4,0,0.0,3.0,4.333333333333333,0
1114,4,4,40.0,37.0,50.0,45.0,32.0,8.0,7.0,6,6,6,2,2.0,1.0,2.0,1
1115,1,-1,27.0,31.0,41.0,36.0,46.0,3.0,5.0,5,6,6,6,1.75,3.5,3.6666666666666665,1
1116,1,0,12.0,43.0,46.0,51.0,54.0,4.0,9.0,5,6,6,5,0.0,0.0,2.0,1
1117,4,-3,41.0,36.0,49.0,26.0,40.0,7.0,6.0,3,6,6,1,0.5,1.0,1.3333333333333333,1
1118,1,0,45.0,40.0,54.0,42.0,31.0,8.0,8.0,5,6,6,6,0.0,1.5,3.6666666666666665,1
1119,1,0,51.0,31.0,45.0,37.0,37.0,3.0,6.0,6,6,6,6,1.0,3.0,3.3333333333333335,1
1120,2,2,21.0,55.0,60.0,50.0,40.0,6.0,11.0,6,6,6,6,2.25,1.5,4.0,0
1121,1,0,46.0,37.0,46.0,31.0,34.0,7.0,9.0,4,4,5,3,1.25,1.5,3.0,1
1122,2,2,26.0,48.0,49.0,46.0,47.0,5.0,6.0,5,6,6,2,1.5,1.0,0.6666666666666666,1
1123,2,0,32.0,21.0,37.0,38.0,40.0,5.0,9.0,2,6,4,1,2.25,1.5,1.3333333333333333,1
1124,1,-3,35.0,26.0,56.0,43.0,39.0,3.0,5.0,3,6,4,6,2.25,1.0,2.0,1
1125,2,1,43.0,33.0,38.0,43.0,32.0,6.0,5.0,6,6,6,6,3.25,2.5,1.6666666666666667,1
1126,2,-1,26.0,40.0,29.0,46.0,42.0,8.0,7.0,6,4,6,6,3.0,3.5,2.3333333333333335,1
1127,2,1,49.0,30.0,43.0,42.0,24.0,4.0,6.0,4,6,5,6,1.75,3.5,2.3333333333333335,1
1128,5,-2,41.0,37.0,42.0,32.0,46.0,4.0,7.0,3,6,3,1,1.25,2.0,0.6666666666666666,1
1129,1,0,49.0,33.0,51.0,45.0,36.0,6.0,10.0,4,6,5,5,1.75,2.5,3.6666666666666665,1
1130,1,0,46.0,25.0,41.0,50.0,32.0,7.0,8.0,5,6,5,6,2.5,1.5,2.6666666666666665,1
1131,1,0,22.0,31.0,52.0,53.0,28.0,4.0,8.0,5,3,6,5,0.75,0.0,2.3333333333333335,1
1132,1,0,40.0,41.0,45.0,43.0,27.0,8.0,9.0,6,4,5,6,3.0,4.5,2.3333333333333335,1
1133,2,1,56.0,45.0,51.0,29.0,28.0,9.0,11.0,4,6,0,6,1.0,3.0,2.0,0
1134,2,3,42.0,35.0,47.0,35.0,40.0,4.0,6.0,6,6,6,3,1.75,4.5,2.3333333333333335,1
1135,3,1,24.0,41.0,56.0,50.0,44.0,8.0,9.0,3,3,5,6,0.75,1.0,3.0,1
1136,1,3,40.0,48.0,38.0,37.0,38.0,9.0,8.0,5,6,6,6,2.0,2.0,0.0,1
1137,1,-1,49.0,44.0,44.0,34.0,29.0,8.0,10.0,3,6,5,6,3.0,2.0,3.0,1
1138,2,4,35.0,42.0,40.0,43.0,45.0,2.0,4.0,5,6,6,0,0.0,0.0,0.0,0
1139,2,2,39.0,26.0,46.0,47.0,32.0,4.0,4.0,5,6,5,0,0.0,0.0,0.0,0
1140,2,0,41.0,31.0,49.0,16.0,38.0,9.0,10.0,6,6,6,6,2.0,1.5,3.0,1
1141,1,0,27.0,43.0,47.0,52.0,40.0,4.0,10.0,6,5,5,5,2.5,2.5,2.3333333333333335,0
1142,2,2,51.0,28.0,51.0,36.0,30.0,6.0,10.0,4,6,4,6,0.5,1.5,0.6666666666666666,0
1143,3,1,40.0,31.0,47.0,42.0,46.0,6.0,7.0,4,6,0,6,2.0,3.0,1.6666666666666667,1
1144,1,0,54.0,26.0,54.0,52.0,33.0,4.0,10.0,6,6,4,6,0.75,2.0,0.0,0
1145,4,2,38.0,32.0,41.0,41.0,37.0,5.0,4.0,1,6,6,6,0.5,2.0,1.0,1
1146,1,0,51.0,34.0,41.0,35.0,25.0,4.0,7.0,5,6,3,6,1.75,1.0,1.3333333333333333,1
1147,2,3,38.0,35.0,48.0,43.0,34.0,3.0,3.0,5,6,5,3,2.5,2.0,2.6666666666666665,1
1148,2,2,14.0,37.0,38.0,33.0,48.0,4.0,7.0,5,6,4,0,2.0,4.0,3.0,1
1149,3,1,53.0,33.0,47.0,33.0,32.0,7.0,5.0,3,6,3,6,1.75,2.5,2.3333333333333335,1
1150,1,0,37.0,41.0,47.0,39.0,37.0,6.0,11.0,5,6,5,5,4.0,3.0,3.6666666666666665,1
1151,4,-1,30.0,44.0,44.0,46.0,48.0,3.0,5.0,1,5,5,6,2.5,4.0,2.0,0
1152,2,0,48.0,37.0,50.0,50.0,45.0,5.0,8.0,4,6,4,5,3.0,4.5,2.0,1
1153,3,2,52.0,27.0,42.0,41.0,32.0,7.0,4.0,1,6,6,6,1.5,1.0,0.0,0
1154,5,3,39.0,35.0,41.0,35.0,40.0,6.0,11.0,3,6,6,6,0.0,0.0,0.0,0
1155,1,-1,41.0,34.0,45.0,42.0,27.0,6.0,10.0,4,4,4,4,0.75,1.5,1.0,1
1156,1,3,40.0,41.0,48.0,48.0,38.0,5.0,9.0,6,6,4,6,2.5,1.0,2.3333333333333335,0
1157,1,4,27.0,51.0,56.0,53.0,38.0,4.0,10.0,6,6,6,4,1.25,3.0,3.0,1
1158,1,0,38.0,39.0,44.0,39.0,45.0,4.0,5.0,3,3,6,2,1.0,2.0,0.6666666666666666,0
1159,1,0,42.0,52.0,57.0,46.0,39.0,8.0,9.0,4,5,5,6,2.75,0.0,2.0,1
1160,4,1,31.0,40.0,44.0,35.0,48.0,3.0,8.0,3,6,5,6,0.75,2.5,0.6666666666666666,1
1161,2,2,42.0,39.0,47.0,43.0,33.0,5.0,10.0,6,4,5,1,1.25,2.5,2.6666666666666665,0
1162,1,-2,44.0,32.0,36.0,37.0,43.0,6.0,9.0,5,6,4,6,2.75,0.0,3.3333333333333335,1
1163,1,0,36.0,39.0,56.0,44.0,44.0,6.0,11.0,5,4,4,3,1.75,1.5,2.0,1
1164,2,4,34.0,33.0,48.0,49.0,54.0,3.0,5.0,5,6,6,0,0.0,1.0,0.0,0
1165,2,-2,32.0,42.0,46.0,44.0,45.0,5.0,7.0,4,6,4,6,2.25,4.5,2.6666666666666665,1
1166,2,0,44.0,32.0,49.0,39.0,49.0,7.0,6.0,5,4,5,1,0.0,2.5,1.0,1
1167,3,2,32.0,36.0,52.0,48.0,28.0,9.0,11.0,6,6,6,3,1.25,0.0,2.0,1
1168,2,2,41.0,33.0,53.0,41.0,46.0,4.0,7.0,5,6,6,1,0.25,0.0,4.0,1
1169,1,-1,44.0,38.0,55.0,38.0,34.0,7.0,9.0,6,6,5,2,0.5,0.0,1.0,1
1170,4,1,40.0,39.0,45.0,30.0,34.0,6.0,8.0,5,6,6,1,2.25,2.5,1.3333333333333333,1
1171,3,2,25.0,48.0,55.0,51.0,44.0,3.0,6.0,6,6,6,5,1.0,0.0,1.6666666666666667,0
1172,3,0,37.0,36.0,46.0,38.0,43.0,3.0,8.0,3,6,5,6,0.0,2.5,1.0,1
1173,1,0,33.0,41.0,39.0,47.0,48.0,7.0,8.0,5,6,5,3,2.25,1.5,1.6666666666666667,1
1174,1,0,40.0,41.0,55.0,47.0,46.0,2.0,7.0,4,6,6,3,0.0,1.5,1.3333333333333333,0
1175,1,0,36.0,34.0,52.0,41.0,49.0,4.0,9.0,4,6,6,6,3.75,3.0,3.0,1
1176,2,3,39.0,34.0,46.0,37.0,49.0,9.0,11.0,6,6,6,5,1.5,0.0,0.3333333333333333,1
1177,1,0,23.0,40.0,40.0,48.0,40.0,4.0,9.0,3,6,5,0,0.75,0.0,3.6666666666666665,1
1178,1,0,44.0,39.0,46.0,34.0,35.0,2.0,7.0,5,2,5,0,1.25,3.0,1.0,1
1179,2,0,31.0,42.0,47.0,53.0,43.0,8.0,8.0,5,6,5,0,0.25,1.5,1.0,0
1180,2,3,55.0,43.0,57.0,24.0,32.0,9.0,11.0,4,6,6,3,2.75,2.0,0.6666666666666666,0
1181,1,0,28.0,38.0,42.0,48.0,40.0,4.0,3.0,0,6,3,0,0.75,2.0,2.0,1
1182,1,0,34.0,28.0,48.0,39.0,40.0,3.0,8.0,2,3,6,0,0.5,0.0,2.0,1
1183,2,0,52.0,37.0,42.0,40.0,34.0,5.0,8.0,5,6,6,3,1.75,2.5,2.0,1
1184,2,1,40.0,37.0,42.0,56.0,36.0,6.0,7.0,6,6,6,5,2.5,2.5,3.6666666666666665,0
1185,1,2,31.0,47.0,52.0,41.0,53.0,3.0,6.0,5,6,5,0,1.75,1.5,3.3333333333333335,1
1186,4,-3,34.0,31.0,45.0,49.0,44.0,4.0,9.0,4,6,4,1,0.5,2.5,0.3333333333333333,1
1187,1,0,44.0,38.0,50.0,37.0,35.0,7.0,9.0,5,6,5,6,1.25,1.5,1.0,1
1188,1,0,26.0,44.0,48.0,47.0,36.0,9.0,8.0,6,5,6,4,0.0,1.0,2.0,1
1189,2,2,48.0,38.0,52.0,46.0,42.0,5.0,7.0,5,6,6,2,0.0,1.0,0.0,0
1190,5,4,32.0,43.0,49.0,40.0,42.0,4.0,7.0,6,6,6,6,1.25,2.0,2.3333333333333335,0
1191,1,0,25.0,49.0,49.0,39.0,42.0,8.0,8.0,4,6,5,6,2.5,0.0,2.3333333333333335,1
1192,1,3,18.0,42.0,51.0,54.0,48.0,3.0,5.0,5,6,5,2,0.5,0.0,2.0,1
1193,1,0,42.0,44.0,49.0,44.0,22.0,9.0,10.0,3,6,6,4,2.5,1.0,0.0,0
